label,x,y,color
julian,-10.10982284,45.47897904,0.3209746875517687
toastmaster,-37.30834681,13.07024162,0.27463236658896817
complying,-10.85892585,-57.8380369,0.6328418098387569
agl,25.33038053,24.95431275,0.2143831433283644
mca,-2.173319881,54.5307,0.15756951486225879
lock,20.6731205,-22.17373407,0.5103795053268805
fannie,-8.182284633,41.00734624,0.9990076070551568
htaccess,17.98047778,-39.79135373,0.678312877543162
ballads,-29.57570244,22.44494609,0.6699257150006024
implements,-2.079768998,-40.6769401,0.42789002649600616
programming,49.12437788,-28.12806024,0.9178510508029393
leaning,-33.23846971,-37.26127252,0.8330499625975538
thumbs,-36.44574818,-6.791868948,0.43357707475311014
grammy,-35.43412085,16.92121451,0.5684426632165002
encountered,-28.2648995,-23.33804464,0.8701921558705166
sourcefire,51.24666252,3.696683499,0.42157747627051734
surgeons,-7.888641456,-7.62871741,0.7588138419341119
phonics,-44.85150932,14.72810386,0.0910174802102669
referee,-24.28343907,15.56995985,0.9796262680668119
formwork,9.998917558,16.35161638,0.8399281999054781
automaton,58.50175165,-28.26484946,0.7242548464993978
prox,0.5545824439,27.21375355,0.01802541304823968
mipi,38.92154286,9.914301421,0.4238907285728747
converters,22.97924541,8.110679901,0.05257309540160737
voyager,38.61032017,-8.990664071,0.9718836855057248
clouding,34.74622379,-20.43474161,0.02308859787965467
nie,-9.988806862,61.61264241,0.5856592888762281
bsd,57.29608999,-7.023778323,0.06085631054591889
scrapbooking,4.039587403,4.524771942,0.6338541262382474
anh,2.247050318,38.25028415,0.21968887196735343
specalist,-62.35722811,-10.50941004,0.13072260098635247
touchpoints,6.543904209,-51.00799401,0.7587541252800123
mambo,39.0975308,-44.01221398,0.19133905587599942
rushes,-12.69278478,12.43145653,0.09429364392605111
easymock,57.14037077,-29.55958841,0.3537406428401487
postresql,52.16356632,-16.51539965,0.9981252713537334
tells,-43.18765163,-33.15849162,0.77853852305669
hypertension,-13.48539459,-6.18046655,0.12526667591049212
oversaw,-1.842471758,-36.86733815,0.9621858351065103
requests,-0.6354379848,-28.45529375,0.41709370577529403
comercio,33.47362121,41.37787426,0.9129147063431847
mismatch,6.620198826,-39.43537358,0.5644930331452652
missed,-41.50497282,-20.84081994,0.529748712021607
madina,24.98506191,33.94286145,0.9552760213024865
therapists,-7.984090073,-7.962984794,0.3141339468919072
sticking,-14.84498463,-52.17357087,0.6608518746476989
castilian,-54.26297463,15.34889697,0.1625142714150184
iut,48.3600123,32.79682601,0.08422469588323345
comparing,10.87701932,-32.99612296,0.6481478872899118
meru,-42.44229749,47.21948504,0.19530345031582674
imax,-4.844039472,24.3481707,0.9423682077582549
disposing,3.270983474,-10.37935425,0.15782523765735657
tohmatsu,36.13417545,27.10251375,0.6158188703771168
oprator,-14.18453922,-14.87872304,0.3518806202578777
berea,-42.9838687,36.56677528,0.0012430629701766227
lover,-52.08630593,0.4347016565,0.2980638463519709
dystopian,-35.39724585,3.315764939,0.8624187299295777
sapiens,-39.39558488,0.2934838285,0.3693830123801276
appropriately,-22.18423469,-56.71404189,0.8272043093825272
usually,-25.3332992,-26.09318717,0.6822198093421905
suiteflow,41.61410938,-10.64635627,0.9896451799243895
ghz,24.5718823,8.283185826,0.2679267032199356
gndu,0.07843544887,60.71468215,0.7428971708506916
peacefully,-40.81488612,-7.766907522,0.7919657737248083
wily,61.29855492,-9.171341756,0.5828190554391346
terabyte,45.33414166,-17.1496515,0.5400631954850196
hacen,23.86110377,52.35675476,0.1290033066621481
bookstore,-5.435137521,19.64176191,0.45960839452860214
planejamento,15.5913498,61.39638423,0.2696269216325675
apics,30.50635911,2.356987259,0.06937745405118212
slant,-49.97353558,-33.8265947,0.08830973905282702
conducting,-0.2900057677,-41.3079366,0.14049867410016081
asesoramiento,30.97824227,49.85276384,0.6631663033303757
merely,-41.9341282,-23.52470011,0.5703913290544942
compromiso,27.8863834,53.41947865,0.881078974966071
peterson,-19.37821186,39.07276447,0.4904020590465594
sportsmen,-22.84939604,-5.300853913,0.49715012522184976
pls,-56.56899191,-16.12825948,0.8319681511811204
extraordinaire,-28.38839039,12.64612654,0.3434995141663708
ages,-24.23667729,-4.584568194,0.2860603047482332
plunge,-44.46177274,-7.115082999,0.1565594492396526
solaris,56.33271264,-6.920182879,0.91630811761585
bias,-34.97867631,-31.90262458,0.2713757646985089
goat,-11.31517469,18.08471172,0.48522794284165194
handwritten,-4.503326513,-29.05009467,0.0068467707740510475
unde,1.41037835,-67.08123159,0.6052855937723395
worthless,-40.1209582,-18.60993025,0.30652359283528974
deprived,-22.05142056,-4.056192742,0.988361206415102
dade,-34.90618935,36.12819738,0.008820386288381443
isupplier,40.55832217,-4.648504188,0.9891303831542985
miserable,-17.47040316,53.75137579,0.6934324080004077
petersburg,52.09564857,19.63499032,0.40652379480090783
mobil,24.88294265,24.23770347,0.6216207683253251
changers,-19.17930114,15.46871443,0.9668033901558776
bothers,-41.94975242,-17.56490947,0.8188337716453532
vcu,-44.09241363,34.47382401,0.07586047254856876
filmes,18.67676922,60.89329058,0.02413109440781891
incluyendo,31.9611583,56.41000391,0.0716123353668271
sense,-35.39799308,-49.64679976,0.9701087942304488
millersville,-42.50782326,41.45927953,0.11211060814716955
messing,-50.03852172,-9.67063578,0.26949221174871696
banks,8.595123925,-16.29094018,0.21454202840149383
aleksey,68.51564072,-2.342521651,0.6758017748910357
forward,-23.53188166,-30.29742147,0.39743744164170824
poco,21.18121949,50.1336598,0.2743439969777063
parisian,53.50547397,30.46364164,0.8980906600962629
tournament,-24.44333445,16.58843807,0.752404179849709
revolution,-40.02428701,1.792013039,0.16202838221624438
equipes,15.5591888,58.3400957,0.2215147328118955
brenda,-11.53792921,44.12338634,0.9796596230143317
pilgrim,-25.37932384,33.50625202,0.019756294703294985
hotwire,28.23489336,-30.83280537,0.06970600540893823
casablanca,44.77135498,27.28197948,0.42902407773793727
goo,24.83161685,-27.50004703,0.9021327910709597
spiritual,-38.70080519,6.469577439,0.6831670157614494
hewlett,30.87928592,20.49144096,0.3329525213053576
gie,-15.74893714,69.21754671,0.825564023477692
neophyte,-52.80932381,-21.43553301,0.7427884016550742
teenage,-47.341138,-1.257251001,0.08678607925368786
gemma,-11.44879622,39.88482298,0.4199877907841907
darko,66.03517503,-1.219177225,0.9205885732320713
dictating,-15.44407291,-12.58051271,0.4981723816054445
havard,-7.53057118,-29.46941857,0.5622222583311941
administrativo,33.51341406,54.40702433,0.4806543212447504
champ,-35.00381724,15.18836592,0.34676936909158973
sql,49.43530062,-17.39955581,0.25654161269101783
pioneered,-2.143427542,-38.03913158,0.6386633824724531
kindergartens,-22.29653892,-1.564147446,0.19065635444635864
illustrating,3.603588278,2.248166106,0.7073488908112192
needy,-23.14414039,-2.427081652,0.40373950983117657
webstore,28.32645233,-43.09698627,0.5523224036171247
greenhouses,-7.488560792,10.43409796,0.3906779855901025
enchanting,-47.76107838,-35.58598363,0.7312494661860706
fadu,41.4563219,40.54870829,0.6158943170523116
eugenia,-4.654881817,42.49493573,0.559062447691512
dara,31.79643463,-58.53679468,0.31339789521953154
tica,35.83530528,54.70308011,0.14989243315818002
asics,28.38766808,18.71014284,0.7075137734440929
omniture,30.96066844,-36.71023118,0.6684064114933936
syllabi,-27.01693831,-0.2361118294,0.016879579264336808
gallo,3.302364728,42.61205382,0.42249930918588186
wsad,54.08327451,-21.87805083,0.5067080485957316
viewed,18.20684208,-35.13945349,0.20839265573648202
fungi,15.49439116,1.254097282,0.8887988641713076
backyard,1.371355551,17.15039117,0.8046814855375901
blackbelt,30.26370703,3.152715933,0.6605681229382032
siteminder,47.07148708,-6.264300579,0.23639020420543777
floods,-19.73226704,-8.142161268,0.8203163945447611
mendeley,30.47310812,-6.42165911,0.9788046142108379
execs,-9.274647457,-17.67576984,0.05937418743047207
uso,35.1343132,57.73941207,0.8206378098885639
deliverable,-11.09997672,-54.31480933,0.2633465150247062
homewares,0.3248485531,11.68542215,0.3330107702409595
sbe,28.53938686,12.81576349,0.86939602395866
estudo,15.17782297,59.6906449,0.8687095775107864
sindh,1.131163669,56.77391677,0.883029968337658
englisch,-68.52955247,12.59140208,0.9750295450632844
plazo,27.54345989,55.22665848,0.7181706284147511
practicality,-35.02741053,-45.72521554,0.9011801867908086
greenwood,-28.22814224,36.15355608,0.9015775888307014
kigali,-6.92427592,33.28682165,0.6712687739891625
adoration,-39.71934171,-27.55382909,0.39663823917523466
sheer,-31.60491087,-45.91694711,0.36028631009471646
configured,25.17483677,-19.8491032,0.39902892667946777
tmt,-4.184476828,8.426244902,0.48371219428537315
visio,48.33658012,-12.369876,0.786465123427253
udo,0.8409313304,42.18166512,0.7568568712654973
cyrus,56.74755374,-0.9954694548,0.8758192907330509
painttool,-32.22304124,52.0934032,0.30108398143485504
brodcasting,36.43521963,-18.74485133,0.7781457029185495
lots,-55.00144449,-5.232049998,0.5151981768235148
wikipedia,19.38781057,-36.52754724,0.7360144242874136
rte,49.47615502,8.180107052,0.17455136600577126
beego,51.93524202,-30.8993594,0.9334791137154301
tomo,22.56962066,41.55187675,0.7141988216684592
respects,-36.78934479,-55.20942265,0.2645721917655981
autoimmune,-13.50591089,-5.960557202,0.28833079775461845
innovatively,-23.17070539,-55.04842897,0.39340174141345385
struggles,-32.33790918,-21.98467373,0.009939609425650087
marketings,24.50287401,-36.04925486,0.28399412274699043
iscsi,52.62663804,-1.413653145,0.6085905647935862
bloom,-40.27911986,-31.337566,0.629424078982728
pc,39.95467422,2.132735186,0.5401816655364094
sans,-16.16984869,67.16949239,0.9464301815633411
supposed,-44.68365162,-16.36359092,0.30146109614662586
fcm,33.65851747,-18.53616187,0.23003826515831405
ethnography,-9.174649344,-9.830309066,0.4971451134980188
breweries,-5.367057263,13.42719985,0.4739790516130509
alto,52.89443978,4.634021087,0.09119680865384228
fracturing,15.52190443,5.013581043,0.4028995909345844
eb,16.43188365,34.7907615,0.8852746254067718
childs,-11.17630216,39.3618916,0.6868720165680107
visualstudio,55.1826521,-21.76853643,0.9650623999195249
observations,11.87046424,-37.23522228,0.1293758529819231
spectators,2.100734768,-56.19212988,0.6368642243202779
mejorando,23.54925972,54.09251842,0.8824065540735048
wbt,-12.77190761,-11.7726592,0.49459049329806115
underground,10.7227834,12.92450502,0.22517185902140868
sunsets,-25.27456096,25.63317313,0.8713719203456639
heated,-38.9568391,-16.99379134,0.7930400005440796
prevalent,-34.38289428,-26.51154192,0.4847666333631616
coelho,-1.352659582,41.74892053,0.655216954471487
kandy,1.944717945,52.54554204,0.3272940786032391
tos,25.46539886,-41.30807751,0.5308052813918974
publicista,26.68987933,46.79110151,0.8511784707972812
dasha,66.75418131,-3.032291796,0.35468616041036083
wave,-1.971352736,21.96553882,0.06377818529144308
desiner,2.166289376,-6.715021429,0.8216749879445279
def,-14.89037276,34.85147495,0.6095283308719892
dota,-20.74143719,16.847222,0.6402878602077241
bethany,-28.29422558,38.21472066,0.3140483847374834
exist,-36.43219056,-25.2868505,0.07375005264045675
smacss,48.48779975,-40.82291478,0.3125028117111268
valentine,-26.13284496,24.41815061,0.5483870739469862
seus,14.39710915,61.95390515,0.11452140824512602
systemic,-15.46083548,-42.90421185,0.021133762393820366
sapna,21.51658673,-59.43346268,0.6014041743073499
ssa,30.97304655,12.84243076,0.7739775048238282
plugging,-34.47615826,-6.972069597,0.5346876921515554
plaster,6.394848252,9.95591985,0.33153761105776036
entrepreneur,-49.3459809,2.975578623,0.0004411606652229283
informix,50.21812652,-16.14058325,0.3531833489592101
sharpening,-18.56694095,-41.84255379,0.09448016810913062
anglia,-38.60564522,42.82278454,0.46165463314476185
livres,-22.38190724,64.19475698,0.2412068725787616
lauded,-25.69618653,-35.3628774,0.8665668947650063
charmed,-39.53706322,-4.655957877,0.778697438033151
least,-22.40288245,-24.48365906,0.6428135588216284
prioritize,-17.91093199,-53.44629076,0.5161176901012965
visualizing,-1.963619427,-45.52552138,0.6583818596132434
tucson,-33.77158901,32.43247643,0.25912218535236853
mirrorless,4.613194622,22.54478938,0.8881603090026657
gadgets,38.46063754,3.291580658,0.6380539895463307
ambiguous,-29.58759114,-20.79198474,0.31265120490518594
dive,-36.65075611,-27.97756679,0.020707878235996846
zain,28.68833238,-53.42122337,0.87979949108041
seeking,-27.83729861,-39.02867818,0.7140755350910912
warfare,15.80677086,13.8633112,0.19866457199447196
pfds,22.94925889,13.9337739,0.4919140930743373
deadlines,-14.1453472,-54.03029211,0.419261219172793
wwii,-37.98669076,2.604383873,0.4103901503664009
southern,-33.62591916,29.38347697,0.1889002998363022
endured,-28.22708232,-22.54111984,0.3573208310870264
bulats,-41.17741846,23.54368553,0.5558360019245813
consumption,9.074961281,-31.58997738,0.6114444572723128
georgian,-56.35592299,17.05929994,0.16424957743633217
latvian,-55.67754487,16.80891313,0.04982100828294511
onpage,22.45936865,-39.33002148,0.7761571060226983
undercover,-34.61462221,-0.3175322717,0.8257561217630105
pagina,35.85377601,60.44842603,0.4910959287689427
mapper,28.11427259,-7.569887591,0.6125154169184482
readership,1.420605971,-55.67135652,0.1788122880683619
cavity,14.94277099,8.204420844,0.6225701537852565
elusive,-41.54334704,-26.0772177,0.342442920958437
haley,-16.41818768,44.99529554,0.4289296343858656
unpaid,12.53366722,-28.31345767,0.7649582923798681
netgear,49.70210832,4.564760914,0.7394520064113072
severely,-28.73821261,-17.99570489,0.45585535097828445
virtue,-30.97509573,-49.97325664,0.5574959554735861
recordist,0.6844422002,22.41226516,0.5213389048348928
engineer,20.35251785,16.7683787,0.5098756485859155
circulars,0.4733433744,-21.23677605,0.34864043914796605
mir,-66.17171145,10.76105813,0.48843971061718894
failures,-30.50201663,-21.38778987,0.8005386607564761
parted,-37.67863179,-36.57572385,0.8447418286464646
bikes,0.1077165655,15.14756595,0.5392936831072289
confrontational,-24.45714042,-19.49822027,0.9147926784700033
reside,-48.11620981,8.868106976,0.02910112765543893
gyms,-3.811034207,14.38642421,0.5554754225103503
jntuh,-0.5739999745,60.83855123,0.25717057031842994
interlinking,18.88379645,-39.22822262,0.4364244430830476
intermittently,-46.66568757,-2.622248704,0.4456772973132852
clearest,-45.70435381,-40.44534939,0.5399187811198445
aun,24.50667389,50.78794891,0.565785591330897
moradabad,1.917529347,59.86972331,0.40625114828499376
retouching,-1.529566968,-1.266854125,0.8352094467768877
tantas,19.55669847,47.89850043,0.1966415933943193
guarding,-7.92657319,9.892137216,0.5972049041382559
dear,12.01319079,-60.2572087,0.10776888353435143
helpscout,35.17384522,-32.85471813,0.9061359411947983
cticas,21.67235252,66.11073449,0.5656875733494973
consid,-22.39271148,58.35120189,0.6296817307013108
educativos,30.25443501,61.33265972,0.06481951528300633
clickbank,31.84159082,-34.08110405,0.8869751861552961
habitats,-8.789839246,6.955797445,0.835851314427856
radware,51.38355135,4.924286751,0.692267046674831
timezones,-20.89196118,-19.97973248,0.36595070291793963
pcie,39.07811005,9.868550908,0.7282947506627354
bikini,-12.62332787,18.87761938,0.4530984118422965
kinesiology,-10.81268242,1.139390132,0.9142858251298094
eng,6.784014954,33.83406293,0.4625440220731929
cancers,-12.88977995,-6.6129967,0.031202066027441466
nishat,27.97906217,-53.15793796,0.4866709922254523
valenzuela,6.342308221,47.88744893,0.2734528332717441
vikram,17.96746572,-56.02738035,0.6478802929696429
qty,14.48183978,-19.23231998,0.2829714523716952
snappy,-48.41637855,-37.23221152,0.30630644619771996
ambit,-15.4445749,-26.68023255,0.8398063519299398
incoming,0.3275010937,-27.43209936,0.11982648117094674
rb,14.91310593,33.51785751,0.28697069630015093
consults,-5.600133037,-16.25830717,0.36634406726297564
survived,-18.48038952,-14.4452193,0.18759271279354572
gaya,5.316850939,56.52874233,0.09742295566807546
preparations,2.194874137,-24.39503994,0.2948623085572546
emailer,8.569263539,-9.426187775,0.13380010626418037
typings,-4.445945121,-29.04116081,0.3708356872138141
edicion,29.92536865,62.48484165,0.8887647726267636
encashment,11.09877922,-24.01149346,0.2748933778793914
grammatical,-27.68544918,-11.04182638,0.5169621719638647
assigned,-18.56026373,-51.21480166,0.5618008678273179
piggy,-20.84552429,-14.0717261,0.04724594745251798
found,-46.13705121,-10.73995591,0.06964304636085994
canberra,-36.94044073,42.75087643,0.45168033642958483
lucid,-46.38738578,-40.67922122,0.778925369475478
nomadic,-47.91556745,4.30082271,0.6899979094773754
eliot,-22.78366085,43.58071352,0.5671353065269145
known,-16.69998443,-19.36302799,0.5425566363049228
entrenamiento,32.69011144,50.05032016,0.6617902891001547
overseeing,-2.240803651,-35.86909517,0.6414358281257883
thumbnails,-2.099030432,0.6684617838,0.05285055236127245
conferring,0.7459670896,-28.50467445,0.464471753104855
landesk,49.7202416,-4.482270432,0.8516151651660139
heaters,16.14130052,10.25337497,0.985689889236641
efficacy,-3.1584948,-55.34275423,0.466368713629953
kochi,5.079944257,60.92707054,0.4362379337755198
accident,-16.4935672,-9.253531876,0.7549061361660635
smoke,8.37637771,-43.50454691,0.6245118661045919
jester,24.12461789,-31.98093681,0.08351548217158256
anis,31.14242685,-57.81473189,0.28761934878188766
crowds,-35.34128126,-29.54004652,0.10222809449187364
owb,46.56194524,-14.23116625,0.7968370746331404
bruxelles,48.06119195,34.20689083,0.7313670156085375
molestie,65.25485425,10.2458665,0.7589584356910999
question,-27.8827541,-26.5363182,0.36835698501313074
ballad,-29.48672655,22.38718552,0.03294291914789982
explain,-8.300618876,-45.01009908,0.5819543024303637
teammates,-8.653268014,-21.51305845,0.22725593266816968
nust,0.2137914337,56.19031073,0.8605366879238703
nintex,45.28822304,-19.83453747,0.13721686705397895
appropriated,-21.33417921,-26.84101002,0.45002919271555575
shareasale,31.57037104,-33.95223949,0.1263653296705347
lovable,-51.02463832,-35.92363311,0.41775729976537057
maximising,-1.34014432,-53.20969748,0.38435223442469957
handles,-1.973719347,-34.07383866,0.6992765597820123
hmm,-50.55229489,-15.61850029,0.21725193969919854
rathod,19.79225919,-58.08300566,0.22437787777183116
uncomfortable,-38.90451354,-17.23706641,0.9104565570372122
uttar,3.235190847,62.20617489,0.5895556848327356
details,-27.23130157,-51.76126883,0.14430539749183346
humanities,-42.13511817,8.088765272,0.30581684212694826
ritual,-39.50410498,5.80495464,0.4679834047775949
coupled,-23.74075054,-45.75198633,0.4394908844003831
blew,-35.81752765,-9.542143942,0.8742788648243431
fullness,-39.68515192,-35.63497222,0.21340943644374988
televised,-16.51332917,12.67252862,0.7719073371461158
retos,27.43066675,50.14902104,0.09676661322263769
takeaway,-22.05853305,-14.8328592,0.6809161748751971
serveurs,-16.59656274,67.2443452,0.5321580200883
nus,7.889669281,53.75286148,0.5150541590653867
messier,-14.78908472,53.49335154,0.6085364218146571
setups,26.90836175,-22.27330302,0.28305572186983097
osi,54.58624855,5.7509224,0.3436159364892455
programs,19.59204802,-9.270190935,0.9807603431212248
dish,37.05137846,20.23402517,0.18963581252655548
unpredictable,-29.09999027,-21.63022677,0.8959925666946975
satisfactorily,-19.87879606,-58.12952614,0.4969686694386264
fashionista,-8.799653327,26.10700163,0.06104729749784332
scotia,-34.25168896,39.86563672,0.6833291554339849
underestimated,-43.20341408,-18.7296897,0.2679254288495785
vivido,34.18009699,42.36107784,0.6396632433792436
lamar,-28.24684159,39.99287074,0.9897950615601121
engineyard,60.57476504,-14.15707751,0.5817478652949245
relux,6.469958944,26.83125893,0.7225631519575542
twisting,-34.12496101,-5.64251944,0.29769287003081324
ashraf,31.71066235,-55.25869318,0.5194516335914993
stenographer,-0.1760498968,-14.89147833,0.111349228718579
quilts,2.416808808,9.683743217,0.9729449498811477
multitasker,-17.57422851,-55.24427175,0.008905871577346791
scary,-41.89464001,-12.9376889,0.5844852073786915
matteo,-4.160936607,41.25408149,0.6480828239217687
laureata,59.88993055,25.76618604,0.8282269317160663
portability,26.39751013,-1.572475966,0.5720424178326677
endeavoring,-30.10598476,-37.07161749,0.9575152581984362
vibrations,19.37758595,1.527094909,0.3474722035535981
awkward,-33.26054399,-15.24866318,0.23372774777154715
riel,-13.89554622,59.0571361,0.7733709303861576
proposals,1.447507299,-22.78450711,0.05122789412892648
persue,-49.84904214,-7.490219301,0.061573422269660116
maintains,-0.565599165,-35.22888244,0.5893709657646758
nighttime,-21.90544728,-17.56794071,0.9025166110678738
design,3.975582901,-6.507725637,0.5736662201606426
snowflake,43.44020656,-17.48710049,0.2395040144327676
model,15.56029596,-7.198882572,0.8807876640519818
livejournal,25.26789102,-32.12738891,0.9999029240403492
neccesary,-21.16015059,-47.81901641,0.49198900820310554
practicals,-26.78511824,0.4656476379,0.10462766318610539
animal,-10.0878035,7.120762637,0.037291680337997346
avoidance,6.03348542,-36.48262434,0.9774422240595904
sulla,60.39021627,25.00227138,0.7980618237851305
creat,2.816408772,-7.405012229,0.05122667874192588
pesar,23.94757461,45.83537638,0.8987985817543351
psat,-42.56955504,21.54097067,0.3399011499497425
regal,20.92987703,21.07287646,0.509178731846402
thesaurus,-28.9017793,-13.56910739,0.9627724926846202
triangle,-27.23882742,31.19995203,0.04599868891979986
organizacional,32.77477166,54.03348807,0.9239293937087433
satisfactions,-10.87565104,-33.47524173,0.3135066456463278
extents,40.90891492,-18.33471164,0.6144398702402066
ka,8.610818655,40.04863486,0.4733053725975449
tallent,-56.57950478,-13.46583622,0.08903014992378622
justify,-5.716832541,-40.73514199,0.08346948163886747
pse,49.03264375,6.485627393,0.5446953007439416
interprets,-5.27313953,-43.62462242,0.9115011431310852
pra,13.23768064,59.44234227,0.001672085661484246
customized,12.45655171,-48.38889147,0.6417373497519077
ficos,25.05946988,63.53729583,0.5003679383169413
regulated,-15.60606103,-54.32346009,0.3165455589546786
asana,37.94291558,-33.51884919,0.28560437721748755
prospection,-15.50923158,68.8365337,0.6214240136238298
pages,20.56358475,-46.12458805,0.4356864085607006
cor,8.417666483,22.13289198,0.4675845992672194
ravensbourne,-38.46432073,45.04073282,0.6867320933679355
nana,-8.596271514,44.1452278,0.19211700271617083
catalogs,8.773192185,-7.704566065,0.43679455271024237
legible,-27.08001805,-58.63780994,0.9920136785426953
honchar,51.22685941,18.05905019,0.606281570334658
pauses,-4.167735061,-4.527613166,0.5166643795204308
articels,-52.51430238,6.460249643,0.873645272682444
shopdrawing,10.58722207,19.16018365,0.7642405908292914
ferry,-26.64554459,30.0527198,0.9423436609227347
profitability,-1.530553706,-54.01062755,0.795504803489802
websites,20.72133233,-46.58699651,0.1264068979788293
tences,-21.18982326,61.823807,0.08538692658493097
knocking,-35.17887399,-9.188810661,0.9631138737541894
inde,11.8204869,40.45659107,0.9957195099746099
elm,50.64763232,-31.20664445,0.175979332641216
kampala,-6.417784985,33.37927035,0.31260478633684685
peo,7.808338684,-14.99377347,0.6947295932197373
con,27.17871293,59.01772951,0.097673939370578
haroon,29.14558592,-57.20614633,0.6151202325709623
zhytomyr,52.65531451,18.17304675,0.7799007338269037
ruin,-40.0899502,-18.17265822,0.19499788594242995
connective,-37.39993965,5.785375338,0.9896983599937136
appian,44.03167352,-9.590700043,0.44541893873291505
mony,-57.12910765,-14.91988348,0.0970373144248946
charger,22.31244128,9.255287329,0.46174221536062066
figured,-46.30482825,-14.56622275,0.6542392045512505
simul,3.413980482,-62.69383103,0.6013837837032778
shoretel,44.95264595,2.781576434,0.3835003266231236
avkit,34.6756617,-14.43241878,0.6945194965011168
totals,12.80742907,-26.78150076,0.7299228082022627
jhon,-5.394889053,44.50299449,0.17775540858683858
irene,-9.409925647,44.5827989,0.6586644202941512
troubleshoots,7.797653597,-41.50124038,0.06999069376789957
eav,15.6104351,-7.183878374,0.7759021125306073
metrology,18.43207479,6.45431337,0.5367840069662921
incase,-27.38746722,-26.33472759,0.2606922557444572
expressiveness,-35.62695142,-44.42743753,0.6906998828105813
anya,65.4606585,-0.8561979421,0.20503905644117448
ccie,35.12089781,2.913461051,0.7929329285718987
spl,26.43281066,9.636475853,0.9185409310650287
edw,45.17442543,-15.93300104,0.7462258876962372
kernel,42.07752452,9.825123439,0.6913834271309989
subscribers,2.269797496,-56.0114029,0.564450350570254
activision,-4.322499734,22.4801098,0.04788675188997771
impressive,-26.53158012,-47.11287569,0.6200408175764287
quien,24.32927484,52.82739019,0.4470347472942068
wire,10.72578207,-2.094627798,0.39905696127843315
tamb,15.36429217,51.42432642,0.7067638422122761
composting,-0.07066589715,0.5517074221,0.8551913108290168
interesado,24.25195109,51.69576189,0.8946792278217575
eci,48.45790677,6.312926715,0.672262304303687
integrative,-14.04970996,-3.33486485,0.41365170528501727
heaven,-39.30228489,-4.492327782,0.4035202847765612
icinga,59.95751431,-10.03577828,0.2938679993359079
quite,-51.33994574,-23.05294618,0.7535744759752546
lamps,6.460020731,12.21136755,0.7135986349617786
stc,28.86723816,23.68192942,0.34693737960775095
homework,-27.69997132,-1.932875002,0.6346342145727617
portals,25.55782731,-46.41923062,0.6629997868941904
tuned,-28.24231664,-4.660620003,0.7463929702651655
juliana,-4.712555277,42.47935687,0.014446924253474491
eman,34.48063214,-54.43096026,0.28330897738603644
steering,16.71242027,8.011051132,0.8012291335865827
dossiers,1.162641169,-12.31807386,0.44253944057210437
laudantium,1.50842524,-66.85200548,0.2851283234538149
publix,17.38389575,21.56842818,0.5665963502801571
smac,-1.216066658,-11.52742073,0.16333794797107237
cdi,48.93006443,-23.80189837,0.6736674283905222
apt,-45.48355316,-42.29509835,0.06614983211369163
third,-12.38639552,-24.46123413,0.4726159471769519
asdsad,12.66486729,28.82151697,0.19696482502560475
adhering,-11.12151478,-57.82692663,0.24414404970361203
brotherhood,-38.19981071,9.983951289,0.21136547824018748
retainer,5.369135451,-27.53719907,0.045882311702173606
tyson,-20.65973051,35.11093991,0.4846941343017799
procedure,11.54277734,-40.54204874,0.6853471520424008
maxim,-7.316865285,39.67120132,0.4046032385673133
cabling,44.64502959,8.413804034,0.43956839082544263
fortunes,-41.35026021,-2.879742508,0.8844220622956435
anaplan,44.48337882,-13.58577969,0.07000528508610437
carpenter,14.60860327,18.92138196,0.14124241190859133
publishment,28.27170385,-13.41177859,0.18497375013652617
aftab,26.46287728,-54.14051333,0.8963321243931751
tweeter,25.01031488,-33.33847595,0.507949839356731
nchen,49.68189264,30.51483914,0.39103253401314686
concord,-31.57240537,34.48427464,0.6206359496158662
practioner,-10.39957618,1.836331064,0.41771085290105303
philly,-17.8660016,24.67354988,0.8127413727933875
persuasion,-26.34003781,-48.7993236,0.17601992576518888
ideated,-2.270858055,-39.1751269,0.14549083513467687
picking,-35.66995386,-27.91989536,0.6014851073933076
steele,-19.26265279,40.43067539,0.7578376396776606
temper,-39.93387334,-21.80434391,0.5135351394416368
smack,35.80522819,-20.28389401,0.14633672122782926
teradata,48.95041215,-14.5003389,0.3328033215886408
manifolds,16.51282222,9.736114981,0.5497255239769318
tandon,-43.80896046,36.07566949,0.46758490951568743
assistance,-4.468809264,-14.11095767,0.7671137358259909
reschedule,0.1551552093,-25.83381481,0.16411373563081344
stringing,-43.08084863,-31.963883,0.8854147615422018
hardworker,-42.03490818,-53.47212356,0.07169586661410832
cuando,26.40777663,55.10863498,0.03239226621041413
ayurvedic,-10.90430883,2.643960028,0.8327633452948715
emailhunter,31.32996766,-30.39027751,0.6250425725452255
drilled,-44.21938249,19.16859479,0.36998038544539413
performer,-37.49934542,18.49484973,0.44778035724980814
tiger,-14.26097644,22.95795319,0.07508167413409639
whales,-26.9915872,27.47881277,0.7876373250058343
penh,39.10812874,32.42267029,0.9440061021900312
unflappable,-40.72042098,-49.69555713,0.03859045452657206
frankfurter,-13.26541693,18.21249815,0.9500511201326043
ancova,21.62467787,-5.892581396,0.6226168527900172
certified,33.43531142,1.787701595,0.5374282865611308
ecrm,7.395511659,-50.71309567,0.4573339247735927
articulately,-22.84275793,-60.26575374,0.23836553050847065
narrative,-33.37695192,1.23869547,0.7744559319718949
